"","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","class"
"10196","Nazo Bravo - MIGHTY HYE // The Debut Album","Music","Music","USD","2016-07-30",50000,"2016-06-21 18:28:35",23128,147,"US",11269,23128,50000,"failed"
"137546","NIRVANA Seattle Grunge Bringing it back","Music","Music","USD","2016-01-06",25000,"2015-12-05 08:07:35",0,0,"US",0,0,25000,"failed"
"312610","Make 3D Digital Art Assets Using Blender: Full Online Course","Digital Art","Art","GBP","2015-05-06",4000,"2015-03-27 00:09:19",45432.01,1627,"GB",67550.87,70026.83,6165.42,"successful"
"359385","Help WBKM grow from Internet Radio to on the air!","Rock","Music","USD","2016-01-28",2500,"2016-01-14 17:27:51",519,9,"US",519,519,2500,"failed"
"239751","AJ Rafael's First Full-Length Album!","Pop","Music","USD","2010-11-27",6000,"2010-09-28 22:59:07",10952.65,388,"US",10952.65,10952.65,6000,"successful"
"221797","Help To Turn My Sketches Into A Real Collection","Fashion","Fashion","USD","2012-12-12",15000,"2012-11-12 22:35:06",200,3,"US",200,200,15000,"failed"
"107668","Amber Lee Hammen - Children's Mysteries Series (Bk2)","Children's Books","Publishing","USD","2017-02-25",2500,"2016-12-29 01:44:31",40,1,"US",40,40,2500,"failed"
"108884","The flying fixie","Film & Video","Film & Video","AUD","2014-08-31",20000,"2014-08-11 06:33:56",0,0,"AU",0,0,18730.1,"failed"
"203731","Fling OS","Software","Technology","GBP","2014-10-04",800,"2014-09-04 09:26:46",367,18,"GB",604.42,588.45,1282.73,"failed"
"46376","Trifucta Party Playground","Public Art","Art","USD","2013-06-17",10000,"2013-04-18 01:16:59",10429.78,76,"US",10429.78,10429.78,10000,"successful"
"341095","From the Ashes","Fiction","Publishing","USD","2012-09-15",28000,"2012-07-17 03:16:50",65,4,"US",65,65,28000,"failed"
"28984","Astrodoodles","Crafts","Crafts","GBP","2015-11-29",150,"2015-09-30 17:04:33",316,17,"GB",479.16,478.41,227.09,"successful"
"105350","Detective Pimbley and the Case of the Rich Dead Lady","Theater","Theater","USD","2013-07-30",3000,"2013-06-09 18:01:41",3290,37,"US",3290,3290,3000,"successful"
"165799","Smoking Aces! - Hybrid Poker","Tabletop Games","Games","USD","2015-11-02",1500,"2015-09-09 07:07:01",1525,56,"US",1525,1525,1500,"successful"
"263729","Kelsey's Album ""Blue Jean Girl""","Country & Folk","Music","USD","2012-05-18",5000,"2012-04-27 12:27:27",6950,89,"US",6950,6950,5000,"successful"
"80567","Cyan Clothing - New surf brand UK launch","Accessories","Fashion","GBP","2017-07-01",2000,"2017-06-01 00:49:09",0,0,"GB",0,0,2579.35,"failed"
"333485","Sam Taggart: Summer Raining","Music","Music","USD","2013-08-08",15000,"2013-07-09 18:42:30",936,26,"US",936,936,15000,"failed"
"76804","""If I Were An Otter"" Songs for Kids of All Ages","Country & Folk","Music","USD","2013-03-27",9999,"2013-02-25 19:14:10",13943.01,335,"US",13943.01,13943.01,9999,"successful"
"142467","The Spill Canvas 2.0","Rock","Music","USD","2012-01-01",15000,"2011-11-02 13:28:54",35325,541,"US",35325,35325,15000,"successful"
"198095","The Slave Olympics VOL 1","Fiction","Publishing","USD","2015-03-05",2353,"2015-02-03 17:00:48",30,1,"US",30,30,2353,"failed"
"358142","My Student Points","Apps","Technology","USD","2014-10-20",24000,"2014-09-20 03:57:55",4,1,"US",4,4,24000,"failed"
"337645","Elementum - Fragmentum 01, Vol.1","Comic Books","Comics","GBP","2015-09-09",11500,"2015-07-11 00:19:30",627,44,"GB",964.06,967.03,17736.51,"failed"
"300011","THE REAL sPAIN OF EUROPE","Nonfiction","Publishing","EUR","2017-04-10",3350,"2017-03-11 12:47:16",336,9,"NL",222.54,357.17,3561.06,"failed"
"5462","Jacqueline's first piano solo album!","Classical Music","Music","HKD","2017-06-04",60000,"2017-05-14 18:28:30",66490,54,"HK",2798.43,8527.97,7695.56,"successful"
"254980","CA State Parks Closure Mini Documentary-The Fight for Parks","Documentary","Film & Video","USD","2012-05-20",1250,"2012-04-18 03:15:08",705,12,"US",705,705,1250,"failed"
"173258","SaVe ouR BeLLyz","Vegan","Food","USD","2015-11-25",150000,"2015-10-26 04:52:52",384,9,"US",384,384,150000,"failed"
"118083","Small canvas","Mixed Media","Art","USD","2014-03-31",700,"2014-02-14 00:05:31",40,1,"US",40,40,700,"failed"
"290555","Anoncr","Apps","Technology","EUR","2017-09-22",1e+05,"2017-07-24 19:39:26",16,3,"DE",0,19.14,119610.07,"failed"
"127691","The Homeplace: Photos from Historic African American Hamlets","Photography","Photography","USD","2011-05-27",8910,"2011-03-17 01:10:33",9501,123,"US",9501,9501,8910,"successful"
"211246","Ëcke: Think outside the case: For all iPhone 6!","Product Design","Design","USD","2015-11-12",18500,"2015-09-23 12:27:00",18847,167,"US",18847,18847,18500,"successful"
"337565","Phone Home","Shorts","Film & Video","USD","2012-09-21",2000,"2012-08-16 21:01:24",2010,28,"US",2010,2010,2000,"successful"
"87800","Building  a dream and releasing my first album","Hip-Hop","Music","USD","2012-02-01",20000,"2012-01-02 05:20:19",0,0,"US",0,0,20000,"failed"
"329381","Monumental: Louisiana's Forgotten Disaster Monuments","Nonfiction","Publishing","USD","2013-12-22",5000,"2013-11-22 20:12:05",645,28,"US",645,645,5000,"failed"
"116420","Blood Shed: Comedy horror short about a man-eating shed!","Horror","Film & Video","GBP","2017-03-27",10000,"2017-02-27 11:57:58",11447,166,"GB",1535.56,14304.64,12496.41,"successful"
"185608","DriveSafe","Technology","Technology","USD","2016-05-15",6000,"2016-04-15 22:22:14",1,1,"US",1,1,6000,"failed"
"32576","Dandelion Man - The DVD release","Shorts","Film & Video","USD","2011-01-12",2200,"2010-12-13 01:41:14",2205,25,"US",2205,2205,2200,"successful"
"85071","Ragsdale Or Current Resident: Kiss Everyone Immediately!","Rock","Music","USD","2016-03-22",5500,"2016-02-22 00:52:40",3680,74,"US",3680,3680,5500,"failed"
"165718","Lilith","Fiction","Publishing","USD","2014-10-03",6000,"2014-08-04 21:13:36",110,2,"US",110,110,6000,"failed"
"140254","Seriously! A movie about PLAY","Documentary","Film & Video","USD","2012-10-09",25000,"2012-09-04 18:36:49",42374.37,623,"US",42374.37,42374.37,25000,"successful"
"161566","iO TIllett Wright's book of photographs","Photography","Photography","USD","2010-08-24",850,"2010-07-27 03:07:55",1367,26,"US",1367,1367,850,"successful"
"153913","Support Burlesque Below The Bridges!","Performance Art","Art","USD","2015-09-11",5000,"2015-08-12 23:53:38",50,1,"US",50,50,5000,"failed"
"40218","Make/100: You-need-friends limited edition","Art","Art","USD","2017-02-16",2500,"2017-01-23 12:01:38",21380,213,"US",6021,21380,2500,"successful"
"371651","Switch Stance - Portable, ultra-affordable standing desk.","Product Design","Design","USD","2016-05-07",4300,"2016-04-04 00:03:10",7970,206,"US",7970,7970,4300,"successful"
"150419","Guerrilla Tour 2012: toni atari","Electronic Music","Music","USD","2012-04-19",5395,"2012-03-20 16:23:10",6559,52,"US",6559,6559,5395,"successful"
"282709","PIN Genie Smart Lock","Technology","Technology","USD","2016-10-11",50000,"2016-09-06 14:35:35",55051.5,256,"US",539,55051.5,50000,"successful"
"197868","Making Matthew Parker's CD ""Shadowlands""","Electronic Music","Music","USD","2014-09-27",3300,"2014-09-12 22:07:37",4055.43,94,"US",4055.43,4055.43,3300,"successful"
"151251","timshel: our stories deserve printed photographs","Product Design","Design","USD","2013-10-30",50000,"2013-10-15 23:56:23",59068,969,"US",59068,59068,50000,"successful"
"253809","Dark and Broken Things - A Novel","Fiction","Publishing","USD","2014-11-17",5500,"2014-10-21 20:28:46",7750,188,"US",7750,7750,5500,"successful"
"111297","fashionABLE + Alt Exclusive Scarves","Accessories","Fashion","USD","2014-10-22",13000,"2014-09-21 21:11:55",31012,346,"US",31012,31012,13000,"successful"
"323708","Nomster Chef: Recipes that Help Kids Learn to Cook","Cookbooks","Food","USD","2017-11-03",10000,"2017-10-03 14:01:19",13741,285,"US",9880,13741,10000,"successful"
"197612","Monthly Tees Club - Custom T-Shirt Monthly Subscription Box","Apparel","Fashion","USD","2015-12-31",20000,"2015-11-30 17:45:17",102,5,"US",102,102,20000,"failed"
"358346","LOUD FOR CHRIST: Drown out the Darkness","Music","Music","USD","2012-06-09",12500,"2012-05-10 16:56:08",105,4,"US",105,105,12500,"failed"
"371744","Dropped Pie - the web series pilot","Webseries","Film & Video","NZD","2015-07-28",2488,"2015-07-13 22:30:24",3005,55,"NZ",2019.53,1965.34,1627.21,"successful"
"302617","Better VBA","Software","Technology","NZD","2015-02-12",37500,"2015-01-13 06:06:28",82,6,"NZ",64.44,60.95,27872.75,"failed"
"346273","Hebrew School Horror","Theater","Theater","USD","2012-09-23",650,"2012-08-14 01:33:24",862,33,"US",862,862,650,"successful"
"16157","Backpacker on Wheels","Places","Photography","EUR","2016-04-16",5000,"2016-02-28 11:18:02",6366.74,47,"FR",6960.4,7170.88,5631.52,"successful"
"280874","MagnaForum: the virtual road market!","Web","Technology","EUR","2015-11-20",25000,"2015-10-06 09:34:48",5,1,"IT",5.62,5.34,26719.96,"failed"
"42992","Baluncanag Children's Library","Academic","Publishing","AUD","2015-11-30",3000,"2015-11-04 03:25:29",3372,38,"AU",2408.7,2467.44,2195.23,"successful"
"299946","Vintage EFX","Sound","Technology","CAD","2015-03-07",2000,"2015-02-05 03:45:28",2145,13,"CA",1699.24,1684.47,1570.6,"successful"
"307157","The Free Body Film","Shorts","Film & Video","USD","2013-05-26",10000,"2013-04-26 22:33:51",10125,118,"US",10125,10125,10000,"successful"
"6747","Coming Over Music Video by LA Laura","Music Videos","Film & Video","USD","2016-08-31",1300,"2016-08-01 23:21:58",108,1,"US",0,108,1300,"failed"
"68388","La La Land Music Video","Music Videos","Film & Video","USD","2017-08-18",22000,"2017-07-19 23:05:34",8284,37,"US",2400,8284,22000,"failed"
"94185","Max RPM: Worlds Fastest 1.5V Lorentz Motor","Hardware","Technology","USD","2013-01-01",3000,"2012-12-04 22:29:09",4726,108,"US",4726,4726,3000,"successful"
"117155","Los 10 Mandamientos de la Mujer Chingona","Publishing","Publishing","USD","2017-10-25",2000,"2017-09-25 23:00:48",0,0,"US",0,0,2000,"failed"
"105917","Dancing In My Heels - New Blogazine Website","Web","Journalism","GBP","2014-10-23",1000,"2014-09-23 19:08:20",20,3,"GB",32.7,32.1,1605.06,"failed"
"101633","WoG - World of Gladiators","Mobile Games","Games","GBP","2016-12-19",30000,"2016-11-19 22:38:41",0,0,"GB",0,0,36748.04,"failed"
"251364","X Factor Album","Hip-Hop","Music","USD","2014-09-27",8000,"2014-08-28 02:03:47",8005,48,"US",8005,8005,8000,"successful"
"85273","Mamma's Kitchen","Film & Video","Film & Video","USD","2014-04-12",50000,"2014-03-04 20:02:09",0,0,"US",0,0,50000,"failed"
"351900","Danka Dogs Food Truck!","Food Trucks","Food","USD","2016-06-07",14500,"2016-05-19 12:24:33",1795,21,"US",1795,1795,14500,"failed"
"240229","Plain White T-shirts BeGone","Fashion","Fashion","USD","2011-06-17",2700,"2011-05-13 07:06:48",2805,32,"US",2805,2805,2700,"successful"
"157400","Land Far North","Comedy","Film & Video","DKK","2015-05-17",30000,"2015-03-18 17:59:18",0,0,"DK",0,0,4491.56,"failed"
"252984","Train Powers Board Game","Tabletop Games","Games","USD","2015-03-06",25000,"2015-01-30 14:32:30",502,9,"US",502,502,25000,"failed"
"117664","However Long","Documentary","Film & Video","USD","2017-06-07",50000,"2017-05-03 22:18:16",53840,269,"US",825,53840,50000,"successful"
"136622","Spotlight on the Pearl","Documentary","Film & Video","EUR","2017-12-05",1000,"2017-10-06 00:10:38",1000,28,"DE",0,1174.21,1174.21,"successful"
"217577","If I'd Known Back Then: A Graphic Memoir","Comics","Comics","USD","2012-03-20",9000,"2012-02-19 19:05:05",11388.99,150,"US",11388.99,11388.99,9000,"successful"
"182720","statement house (temporary title)","Art","Art","GBP","2015-02-22",850,"2015-02-15 17:15:21",1095,24,"GB",1686.25,1691.09,1312.72,"successful"
"280540","Chatting Spot","Hardware","Technology","USD","2015-08-30",21000,"2015-07-31 16:25:17",0,0,"US",0,0,21000,"failed"
"269860","über international","Electronic Music","Music","CAD","2014-08-21",1000,"2014-07-31 00:37:04",265,11,"CA",245.27,241.85,912.66,"failed"
"96070","Flaming Carrot Hardback & Digital Comics","Comics","Comics","USD","2012-09-09",12500,"2012-07-11 21:40:33",42048.97,708,"US",42048.97,42048.97,12500,"successful"
"287108","The Rhetoric of North : EPILOGUE","Drama","Film & Video","USD","2014-11-17",4500,"2014-10-27 16:23:00",1435,20,"US",1435,1435,4500,"failed"
"285591","Unique personalized embroidered eco-friendly napkins.","Fashion","Fashion","USD","2014-05-09",5670,"2014-04-09 23:07:24",2467,29,"US",2467,2467,5670,"failed"
"307490","Legacy","Film & Video","Film & Video","CAD","2013-12-09",20000,"2013-10-25 00:04:29",1,1,"CA",0.97,0.94,18770.53,"failed"
"311771","Smart Herb Garden by Click & Grow","Hardware","Technology","USD","2013-04-30",75000,"2013-03-27 13:02:49",625851.72,10477,"US",625851.72,625851.72,75000,"successful"
"143427","Coregrounds – Tower Defense for the eSports Generation","Video Games","Games","EUR","2016-07-30",7500,"2016-06-30 20:01:42",4413,66,"DE",2843.75,4923.14,8366.99,"failed"
"378635","Transcaucasia","Photography","Photography","USD","2011-01-08",4000,"2010-11-08 02:43:59",3531,37,"US",3531,3531,4000,"failed"
"204642","Beervana","Drinks","Food","USD","2017-08-01",10000,"2017-07-25 16:47:27",26,3,"US",0,26,10000,"failed"
"348029","Help us finish our record!!","Indie Rock","Music","USD","2014-04-16",3500,"2014-03-17 19:01:16",3531,95,"US",3531,3531,3500,"successful"
"352677","The Debut Record","Jazz","Music","USD","2015-12-10",7500,"2015-11-10 18:52:01",7613,83,"US",7613,7613,7500,"successful"
"131540","Monty's Deli - A real Jewish deli","Restaurants","Food","GBP","2016-11-13",50000,"2016-10-14 10:34:05",52086,789,"GB",370.55,64211.75,61640.12,"successful"
"353885","Building the Winter House","Theater","Theater","USD","2012-07-11",375,"2012-06-21 23:00:57",590,22,"US",590,590,375,"successful"
"115365","Appercise Fitness App Android iOS & Windows Phone","Apps","Technology","USD","2014-07-13",7000,"2014-07-02 23:04:55",111,3,"US",111,111,7000,"failed"
"128583","Craft Cocktail Jelly Shots by Ludlows Cocktail Co.","Drinks","Food","USD","2014-08-16",35000,"2014-07-17 21:41:29",35142,147,"US",35142,35142,35000,"successful"
"276899","Our Story Book","Publishing","Publishing","GBP","2014-08-25",1800,"2014-06-26 13:18:08",4559,168,"GB",7739.12,7559.9,2984.83,"successful"
"22774","Mystic Empyrean - Create. Discover. Become.","Tabletop Games","Games","USD","2011-09-19",3000,"2011-08-20 00:28:39",10050.01,233,"US",10050.01,10050.01,3000,"successful"
"270902","Epiphany","Shorts","Film & Video","USD","2012-03-26",2500,"2012-02-20 03:37:16",175,5,"US",175,175,2500,"failed"
"129973","Colorful Silicone toys for babies and young children","DIY","Crafts","USD","2016-04-06",500,"2016-03-07 22:36:55",725,15,"US",725,725,500,"successful"
"287872","Country Music - Realistic, Professional, Hit Ready","Country & Folk","Music","USD","2014-07-10",2500,"2014-06-10 08:08:17",5,1,"US",5,5,2500,"failed"
"157976","The Mix: A Student-run Music Magazine","Journalism","Journalism","USD","2011-06-04",3500,"2011-03-05 03:37:58",50,1,"US",50,50,3500,"failed"
"156526","Pureocracy.com - a social network that will change the world","Web","Technology","USD","2014-10-03",5000,"2014-08-04 22:43:50",50,3,"US",50,50,5000,"failed"
"246910","Dreamers of Wonder","Photography","Photography","USD","2014-09-01",35000,"2014-07-18 13:43:45",3365,33,"US",3365,3365,35000,"failed"
"148466","Music from my Soul","Music","Music","USD","2013-05-16",7000,"2013-04-16 23:01:54",25,1,"US",25,25,7000,"failed"
"137783","2,650 miles of the Pacific Crest Trail starts here.","Nature","Photography","USD","2014-07-30",2500,"2014-07-09 19:31:24",6,2,"US",6,6,2500,"failed"
"304333","Zombie's Life","Shorts","Film & Video","USD","2012-02-23",300,"2012-02-20 18:30:37",400,7,"US",400,400,300,"successful"
"200280","Grameen Bank and Muhammad Yunus: 30 Years (1983 - 2013)","Nonfiction","Publishing","CAD","2014-07-10",10000,"2014-06-10 06:55:45",40,3,"CA",36.59,37.59,9397.61,"failed"
"61459","Paula TV - Cancer Killed Mom... But Her Show Must Go On","Documentary","Film & Video","USD","2014-01-23",18000,"2013-12-23 04:02:41",18285,191,"US",18285,18285,18000,"successful"
"39518","""To the Memory of a Once Great Man"" Pre-Sale","Indie Rock","Music","USD","2011-12-01",1000,"2011-10-28 03:20:51",1382,67,"US",1382,1382,1000,"successful"
"345905","The Soul is Returning Home","Publishing","Publishing","USD","2015-02-08",4960,"2015-01-09 22:55:50",0,0,"US",0,0,4960,"failed"
"377461","Custom helmet covers","Product Design","Design","USD","2017-06-17",47000,"2017-05-08 18:08:36",21,2,"US",0,21,47000,"failed"
"306559","Queenadilla DEBUT ALBUM","Rock","Music","USD","2014-02-22",2000,"2014-01-23 20:31:33",2045,28,"US",2045,2045,2000,"successful"
"54684","""Prasie Him with stringed instruments...Psalm 150","Music","Music","USD","2012-07-19",7000,"2012-06-19 03:13:02",1,1,"US",1,1,7000,"failed"
"241189","Unto Him","Indie Rock","Music","USD","2014-02-05",6500,"2014-01-06 19:08:11",6630,47,"US",6630,6630,6500,"successful"
"347639","TopTen Records","Pop","Music","USD","2010-09-06",3000,"2010-07-22 23:25:05",0,0,"US",0,0,3000,"failed"
"68645","Nashville Recording Project","Pop","Music","USD","2014-03-19",2500,"2014-02-14 22:16:29",3065,57,"US",3065,3065,2500,"successful"
"210661","AutoLottoScratchR World's 1st Lottery Scratch-off Pen","Hardware","Technology","USD","2017-12-03",2500,"2017-11-01 14:16:06",2620,12,"US",50,2620,2500,"successful"
"24567","Worlds Most Productive, Efficient LED Grow System","Gadgets","Technology","USD","2015-04-21",1500000,"2015-03-24 19:39:15",5090,2,"US",5090,5090,1500000,"failed"
"347592","The little grey princess","Narrative Film","Film & Video","EUR","2015-10-15",1e+06,"2015-09-12 10:07:15",0,0,"FR",0,0,1136002.18,"failed"
"292196","PlanHW - Just a homework planner","Web","Technology","USD","2015-02-01",3000,"2015-01-14 01:07:25",66,9,"US",66,66,3000,"failed"
"242707","Westward #9","Comic Books","Comics","USD","2014-10-31",2500,"2014-09-29 20:12:24",2585,62,"US",2585,2585,2500,"successful"
"324477","Doctor Enduro - US Made Outerwear","Fashion","Fashion","USD","2012-03-28",9500,"2012-01-28 17:24:18",1026,12,"US",1026,1026,9500,"failed"
"373827","Barrett Johnson loves you. And he's recording a new album this summer. ","Music","Music","USD","2010-06-02",5000,"2010-04-30 04:20:49",5500,57,"US",5500,5500,5000,"successful"
"169672","Stylish home decor that functions and may save your life.","Architecture","Design","USD","2016-08-27",50000,"2016-07-28 17:46:46",0,0,"US",0,0,50000,"failed"
"79005","HellaCon 2","Festivals","Film & Video","USD","2016-04-07",9000,"2016-03-08 19:00:34",9031,122,"US",9031,9031,9000,"successful"
"208878","What's Left Behind","Drama","Film & Video","GBP","2014-05-05",1000,"2014-04-25 01:43:13",1180,23,"GB",1986.16,1989.78,1686.26,"successful"
"278300","Save the planet beautifully with reclaimed wood!","Textiles","Art","USD","2017-06-15",10000,"2017-05-16 23:34:28",626,5,"US",0,626,10000,"failed"
"315910","7300 SuperVault: File and Folder Encryption USB Hardware KEY","Hardware","Technology","USD","2013-03-18",20000,"2013-02-16 06:05:50",6803.01,196,"US",6803.01,6803.01,20000,"failed"
"15170","Quilting where creativity & heart are stitched together","Quilts","Crafts","USD","2015-08-29",15000,"2015-07-30 01:05:33",4929,63,"US",4929,4929,15000,"failed"
"313230","White - A zombie graphic novel","Graphic Novels","Comics","USD","2014-11-14",14000,"2014-10-15 18:28:09",75,3,"US",75,75,14000,"failed"
"372875","Join the LOVE MOVEMENT","Art","Art","USD","2010-12-10",3000,"2010-11-17 19:43:03",3375,48,"US",3375,3375,3000,"successful"
"138563","Sluggy's Slug Cast","Film & Video","Film & Video","USD","2016-06-02",250,"2016-05-03 05:23:58",0,0,"US",0,0,250,"failed"
"208874","Nashville Dreams [ Film& TV Pilot] Fund","Documentary","Film & Video","USD","2013-10-08",45000,"2013-08-09 18:52:13",0,0,"US",0,0,45000,"failed"
"157751","What Grown Folks Do!","Drama","Film & Video","USD","2015-06-13",3500,"2015-04-29 17:58:21",225,10,"US",225,225,3500,"failed"
"197748","LOETZ","Apparel","Fashion","USD","2015-03-05",10000,"2015-02-06 05:46:33",1,1,"US",1,1,10000,"failed"
"11694","Diet Smoke Sketchbook","Illustration","Art","USD","2017-02-04",500,"2017-01-05 23:27:07",540,16,"US",0,540,500,"successful"
"202947","Elijah the Prophet - A Short Film","Shorts","Film & Video","USD","2011-11-26",20000,"2011-10-12 17:36:16",21006,134,"US",21006,21006,20000,"successful"
"207990","I'm Having A Mobile meltDOWN...for Grilled Cheese!","Food","Food","USD","2011-02-15",25000,"2011-01-06 19:05:01",4216,38,"US",4216,4216,25000,"failed"
"260066","The Mountain Between Us","Documentary","Film & Video","USD","2011-05-15",6000,"2011-04-11 02:21:46",7700,74,"US",7700,7700,6000,"successful"
"335262","Brew & Beast, Bacon & Beer Kits","Food","Food","CAD","2015-03-07",6000,"2015-02-05 17:28:48",401,9,"CA",322.28,314.9,4711.8,"failed"
"8321","VISAKAI Leggings: No more Visible Panty Lines.","Apparel","Fashion","USD","2017-12-11",10000,"2017-11-15 16:38:40",11059,107,"US",640,11059,10000,"successful"
"285446","The sticker that will save the world","Design","Design","USD","2011-07-03",350,"2011-06-03 04:44:41",406,48,"US",406,406,350,"successful"
"95789","Rick's Cafe product line","Small Batch","Food","USD","2017-09-13",45000,"2017-07-15 01:43:38",1,1,"US",0,1,45000,"failed"
"65021","The BackDoor Sneak","Food Trucks","Food","USD","2015-09-04",30000,"2015-08-05 14:22:11",0,0,"US",0,0,30000,"failed"
"239021","Man in the Making","Children's Books","Publishing","USD","2014-10-15",4000,"2014-09-15 17:19:02",785,10,"US",785,785,4000,"failed"
"228658","Elegant Handcrafted Antler Writing Pens","Woodworking","Crafts","USD","2017-03-16",800,"2017-02-23 23:26:05",2663.5,43,"US",275,2663.5,800,"successful"
"31238","Singing for Water : Surviving Life in the Kenyan Desert","Documentary","Film & Video","USD","2017-05-18",20000,"2017-04-18 16:41:57",2610,14,"US",0,2610,20000,"failed"
"349296","Original Art Made Functional by Piece By Piece Mission","Fashion","Fashion","USD","2011-05-09",4600,"2011-03-10 20:26:33",258,8,"US",258,258,4600,"failed"
"19819","Ahoy! - Pirate themed card game","Playing Cards","Games","USD","2017-07-15",5000,"2017-06-15 01:39:36",5050,95,"US",398,5050,5000,"successful"
"344542","David Bowie Hunger City Photo Story","Mixed Media","Art","USD","2017-07-12",4000,"2017-05-28 17:27:00",542,15,"US",53,542,4000,"failed"
"9057","parillaworks: wooden boxes","Woodworking","Crafts","USD","2015-08-20",600,"2015-07-21 01:32:35",3744,42,"US",3744,3744,600,"successful"
"52755","Floating Head - Graphic Science Fiction Quarterly","Comics","Comics","USD","2017-11-01",4000,"2017-09-29 03:33:54",4456,101,"US",1635,4456,4000,"successful"
"174020","FRONTIER: photographing the wilds threatened by Pebble Mine","Photography","Photography","USD","2013-05-09",17600,"2013-04-09 18:44:30",18532,153,"US",18532,18532,17600,"successful"
"85511","Two customizable children's books from Lookio Books","Children's Books","Publishing","USD","2012-05-26",3000,"2012-04-11 02:32:40",4497.99,77,"US",4497.99,4497.99,3000,"successful"
"1702","Demon Espionage","Tabletop Games","Games","SGD","2017-01-12",5000,"2016-12-13 13:06:47",14140,371,"SG",4784.38,9913.76,3505.57,"successful"
"277762","Apologies (and other grey areas) -- NYC Premiere","Theater","Theater","USD","2011-09-28",5000,"2011-08-05 20:34:13",6735,87,"US",6735,6735,5000,"successful"
"288288","Wheez: Music Unlocked","Apps","Technology","USD","2017-07-26",25000,"2017-06-27 03:35:04",10,1,"US",10,10,25000,"failed"
"268313","STYLE VIS™ - Trend Aware Visibility Wear","Apparel","Fashion","GBP","2017-10-20",10000,"2017-09-15 22:30:00",10600,155,"GB",363.13,13977.53,13186.35,"successful"
"269706","Kestril Clay needs a Kiln","Ceramics","Art","USD","2016-07-01",9000,"2016-06-06 16:50:41",125,4,"US",125,125,9000,"failed"
"346724","""The Pot"" by Tool / OMF Battle Record","Music","Music","USD","2016-11-25",5000,"2016-10-26 17:19:16",5315,78,"US",1396,5315,5000,"successful"
"66036","PANL1 Speaker System By VETR Audio | Ditch The Box","Sound","Technology","USD","2017-04-12",10000,"2017-03-14 17:02:54",10239,33,"US",12284,10239,10000,"successful"
"149404","Lav-en-der","Dance","Dance","USD","2012-02-03",500,"2012-01-21 19:15:43",606,23,"US",606,606,500,"successful"
"98813","John Paul Von Arx- Debut Country Album","Country & Folk","Music","USD","2016-08-05",6500,"2016-07-19 15:41:19",9700,94,"US",70,9700,6500,"successful"
"237851","The House of Bernarda Alba","Theater","Theater","USD","2013-02-25",2000,"2013-01-30 18:15:30",2010,37,"US",2010,2010,2000,"successful"
"329610","Wooden Desk / Wall Clock","Product Design","Design","USD","2013-01-12",1000,"2012-12-13 23:53:06",285,11,"US",285,285,1000,"failed"
"26001","The Science of Ghosts, a ground breaking investigation","Film & Video","Film & Video","USD","2014-02-28",120000,"2013-12-31 19:30:08",5,1,"US",5,5,120000,"failed"
"5821","THE WISDOM, FAITH, AND HOPE BOOK SERIES","Publishing","Publishing","USD","2013-07-01",1500,"2013-05-29 02:18:01",26,2,"US",26,26,1500,"failed"
"104600","Centenerians of Bama","Cookbooks","Food","SEK","2017-11-18",20000,"2017-11-03 16:19:59",1250,5,"SE",149.18,150.51,2408.19,"failed"
"39124","26in26","Webseries","Film & Video","USD","2012-02-27",300,"2012-01-29 21:19:47",335,13,"US",335,335,300,"successful"
"343569","BIG STAR SERIES: Art","Illustration","Art","EUR","2016-12-23",2400,"2016-11-27 22:56:57",368,20,"ES",147.26,384.41,2507.05,"failed"
"10775","Forbidden Party Game","Tabletop Games","Games","USD","2017-03-22",30000,"2017-02-20 13:53:35",1177,30,"US",627,1177,30000,"failed"
"92032","Some Kind of Monster: Poems and Short Stories","Fiction","Publishing","USD","2012-10-18",1750,"2012-09-18 23:55:25",147,6,"US",147,147,1750,"failed"
"156126","The entwining image","Photography","Photography","USD","2012-10-15",5000,"2012-09-13 17:30:16",5547,65,"US",5547,5547,5000,"successful"
"262127","KAREN- short film","Thrillers","Film & Video","USD","2016-12-28",2000,"2016-10-29 00:26:45",2030,57,"US",0,2030,2000,"successful"
"10759","The Boing Heard 'Round the World","Documentary","Film & Video","USD","2012-07-18",7500,"2012-06-18 23:53:18",8000,89,"US",8000,8000,7500,"successful"
"234093","Plant Envy Indoor Planter","Product Design","Design","USD","2014-11-19",63000,"2014-10-22 19:59:49",2133,74,"US",2133,2133,63000,"failed"
"288275","The South Florida PALM - July Issue","Zines","Publishing","USD","2014-06-26",3500,"2014-05-27 21:05:05",223,12,"US",223,223,3500,"failed"
"239683","Chris Moran - The ""You can't say that"" tour - Documentary","Documentary","Film & Video","USD","2013-02-08",5000,"2012-12-28 10:56:58",5041,18,"US",5041,5041,5000,"successful"
"119668","""The Circle Belle""...from bootlegging to stock car racing!","Theater","Theater","USD","2014-05-16",40000,"2014-03-17 16:33:25",330,7,"US",330,330,40000,"failed"
"330029","Mermaid Against Pollution","Photography","Photography","USD","2012-11-03",640,"2012-10-04 22:30:59",125,5,"US",125,125,640,"failed"
"75589","CELESTIAL","Classical Music","Music","GBP","2017-07-21",15000,"2017-06-27 21:18:22",4051,40,"GB",0,5263.02,19487.86,"failed"
